Time [s],DAQ_Voltage_[V],Load_Current_[A]
0.0,4.199318052000001,0.0
1.0430598258972168,4.195397474257427,0.0
2.0001144409179688,4.19590664019802,0.0
3.0511746406555176,4.196059389980198,0.0
4.0002288818359375,4.195448390851485,0.0
4.999285697937012,4.195855723603962,0.0
5.999342918395996,4.196212139762375,0.0
6.9994001388549805,4.195295641069305,0.0
7.998457431793213,4.194939224910891,0.0
8.998514652252197,4.195906640198018,0.0
9.999571800231934,4.19595755679208,0.0
10.998629093170166,4.15558069770297,0.4709306930693073
11.99868631362915,4.110570428554456,1.4839999999999995
12.998743534088135,4.109195680514852,1.4839999999999995
13.99880075454712,4.107362683128713,1.4839999999999995
14.998857975006104,4.106038851683168,1.4825643564356445
15.99991512298584,4.105275102772276,1.4833069306930693
16.998972415924072,4.1038494381386155,1.4830594059405946
18.00002956390381,4.10247469009901,1.482118811881188
18.99908685684204,4.102220107128712,1.4839999999999995
19.999144077301025,4.101099942059404,1.4839999999999995
20.99920129776001,4.099877943801979,1.4839999999999995
22.000258445739746,4.0994706110495045,1.4839999999999995
22.99931573867798,4.09814677960396,1.483554455445544
23.998372554779053,4.097892196633663,1.4839999999999995
24.998429775238037,4.097332114099011,1.4839999999999995
25.999486923217773,4.096873864752476,1.4839999999999995
26.999544143676758,4.095906449465347,1.4839999999999995
27.999601364135742,4.094531701425744,1.4830594059405946
28.999658584594727,4.093971618891092,1.4839999999999995
29.99871587753296,4.093106036792081,1.4835544554455447
30.999773025512695,4.0929532870099035,1.482118811881188
31.998830318450928,4.092036788316837,1.4839999999999995
32.999887466430664,4.091018456435643,1.4839999999999995
33.9989447593689,4.091222122811883,1.4839999999999995
35.00000190734863,4.090611123683172,1.4839999999999995
36.00005912780762,4.090051041148518,1.4839999999999995
37.0001163482666,4.090000124554458,1.4839999999999995
38.027174949645996,4.0886762931089145,1.4839999999999995
38.99823045730591,4.089694624990101,1.4839999999999995
39.99828767776489,4.08816712716832,1.4830099009900994
40.99834489822388,4.089032709267328,1.4839999999999995
41.99940204620361,4.086435962970298,1.4839999999999995
42.998459339141846,4.085570380871289,1.4839999999999995
43.99951648712158,4.086232296594062,1.4835544554455447
45.00057411193848,4.085112131524754,1.4839999999999995
45.9986310005188,4.0849593817425776,1.4839999999999995
46.99868822097778,4.084042883049509,1.4839999999999995
47.99874544143677,4.083991966455446,1.4835544554455447
48.999802589416504,4.083431883920796,1.4839999999999995
49.99985980987549,4.082413552039604,1.4839999999999995
50.99891710281372,4.082464468633667,1.4839999999999995
51.99997425079346,4.081751636316835,1.4839999999999995
52.99903154373169,4.08119155378218,1.4839999999999995
54.01008939743042,4.081293386970298,1.4834059405940596
54.99914598464966,4.0802750550891105,1.4823663366336641
55.99920320510864,4.079969555524754,1.4809801980198023
56.99826002120972,4.079765889148517,1.4821188118811885
57.99931764602661,4.079358556396042,1.483059405940594
58.99937438964844,4.078849390455448,1.4823663366336632
59.99943161010742,4.0779838083564375,1.4808811881188135
60.999488830566406,4.076558143722774,1.4818217821782182
61.99954605102539,4.07757647560396,1.4821683168316842
62.99860334396362,4.077220059445545,1.4839999999999995
63.99866056442261,4.075539811841585,1.4820198019801982
64.99871778488159,4.076201727564353,1.481128712871287
65.99877500534058,4.075896227999999,1.4835049504950486
66.99883222579956,4.075132479089109,1.4835049504950486
67.9998893737793,4.07508156249505,1.4839999999999995
68.99994659423828,4.0744196467722755,1.4839999999999995
69.9980034828186,4.074572396554454,1.4839999999999995
70.9990611076355,4.074215980396039,1.4839999999999995
71.99911832809448,4.074215980396038,1.4839999999999995
72.99817514419556,4.073554064673266,1.482564356435643
73.9992322921753,4.073554064673266,1.4816732673267339
74.99928951263428,4.072332066415841,1.4814257425742583
75.99834680557251,4.072077483445543,1.481871287128714
76.9984040260315,4.071211901346533,1.4819207920792066
77.99846124649048,4.071110068158415,1.4835544554455447
78.99951839447021,4.070651818811881,1.4816732673267339
79.99857568740845,4.070499069029704,1.4826138613861377
80.99963283538818,4.069073404396041,1.483059405940594
81.99969005584717,4.069938986495049,1.4839999999999995
82.99974727630615,4.069582570336633,1.4831584158415845
83.99880456924438,4.067902322732675,1.4829108910891087
85.00786209106445,4.068004155920792,1.4839999999999995
85.99791860580444,4.067545906574258,1.4839504950495046
86.99797582626343,4.067647739762377,1.4811782178217823
87.99803304672241,4.067189490415841,1.4839999999999995
88.99909019470215,4.066272991722773,1.4839999999999995
89.99914741516113,4.065967492158417,1.4830099009900983
90.99920463562012,4.065203743247527,1.4821188118811883
91.99826192855835,4.06484732708911,1.4819702970297035
92.99831914901733,4.064694577306931,1.4813762376237627
93.99837636947632,4.064134494772279,1.4822673267326727
94.9984335899353,4.063421662455446,1.4804356435643564
95.99949073791504,4.06306524629703,1.4799405940594064
