Time [s],DAQ_Voltage_[V],Load_Current_[A]
122.9980354309082,3.9216189480000003,2.988
123.99809217453003,3.916476372,2.988
124.99814939498901,3.9319041,2.988
125.998206615448,3.9267615240000002,2.988
126.99926376342773,3.916476372,2.988
127.99832105636597,3.9267615240000002,2.988
128.9993782043457,3.911333796,2.988
129.9994354248047,3.9267615240000002,2.988
130.99949264526367,3.911333796,2.988
131.99954986572266,3.9216189480000003,2.988
132.9986071586609,3.916476372,2.988
133.99966430664062,3.9216189480000003,2.988
134.9997215270996,3.911333796,2.988
135.9997787475586,3.9216189480000003,2.988
136.99883604049683,3.9216189480000003,2.988
137.99789333343506,3.90619122,2.988
138.99795007705688,3.916476372,2.988
139.99900770187378,3.916476372,2.988
140.99906492233276,3.916476372,2.988
141.99812173843384,3.90619122,2.988
142.99817895889282,3.9216189480000003,2.988
143.99923658370972,3.911333796,2.988
144.9992938041687,3.90619122,2.988
145.99835062026978,3.90619122,2.988
146.99840784072876,3.9010486440000003,2.988
147.9994649887085,3.9267615240000002,2.988
148.99852228164673,3.9010486440000003,2.988
149.99957942962646,3.916476372,2.988
150.99963665008545,3.916476372,2.988
151.99969387054443,3.916476372,2.988
152.99875116348267,3.9010486440000003,2.988
153.99880838394165,3.90619122,2.988
154.99786567687988,3.916476372,2.988
155.99792289733887,3.90619122,2.988
156.9989800453186,3.916476372,2.988
157.9990372657776,3.9216189480000003,2.988
158.99909448623657,3.916476372,2.984
159.99815130233765,3.916476372,2.988
160.99920892715454,3.9216189480000003,2.988
161.99826574325562,3.90619122,2.988
162.99932289123535,3.916476372,2.988
163.99938011169434,3.9216189480000003,2.988
164.99843740463257,3.9010486440000003,2.984
165.9994945526123,3.916476372,2.988
166.9995517730713,3.8959060680000004,2.988
167.99960899353027,3.911333796,2.988
168.99766635894775,3.916476372,2.988
169.99772357940674,3.911333796,2.988
170.99778079986572,3.8959060680000004,2.988
171.99883794784546,3.8959060680000004,2.988
172.99889516830444,3.911333796,2.988
173.99795198440552,3.90619122,2.988
174.9980092048645,3.90619122,2.988
175.9990668296814,3.90619122,2.988
176.99812364578247,3.8959060680000004,2.988
177.99918127059937,3.9010486440000003,2.988
178.99823808670044,3.916476372,2.988
