Time [s],DAQ_Voltage_[V],Charcher_Current_[A]
0.0,3.44335938,0.0
0.9990572929382324,3.4598156232,2.3992
2.0001144409179688,3.4670152296,2.999
2.999171733856201,3.4701007752,2.999
4.0002288818359375,3.4731863208,2.999
5.000286102294922,3.4803859272000004,2.999
5.999343395233154,3.4824429576,2.999
7.000400543212891,3.4844999880000005,2.999
8.000457763671875,3.4906710792000006,2.999
9.00051498413086,3.4906710791999997,2.999
9.999571800231934,3.4927281096000002,2.999
10.999629020690918,3.4978706856,2.999
12.000686645507812,3.5019847464000002,2.999
13.000743389129639,3.5030132616000005,2.999
13.999800682067871,3.5081558376000004,2.999
15.000857830047607,3.510212868,2.999
15.99991512298584,3.5132984136000003,2.999
16.998972415924072,3.5132984136000003,2.999
18.00002956390381,3.5194695048,2.999
18.99908685684204,3.525640596,2.999
20.000144004821777,3.5287261416,2.999
21.00020122528076,3.5307831720000005,2.999
21.999258518218994,3.5379827784,2.999
23.00031566619873,3.5390112936,2.999
24.000372886657715,3.5348972328,2.999
25.0004301071167,3.5379827784,2.999
25.999486923217773,3.5390112936,2.999
26.999544143676758,3.5431253544,2.999
28.000601768493652,3.5451823848000004,2.999
28.999658584594727,3.5492964456000005,2.999
29.99971580505371,3.5503249608,2.999
30.999773025512695,3.5523819911999994,2.999
31.998830318450928,3.5534105064,2.999
32.999887466430664,3.5534105064,2.999
33.99994468688965,3.5575245672,2.999
35.00000190734863,3.5595815976000003,2.999
36.00005912780762,3.5606101128000005,2.999
36.99911642074585,3.5585530824000005,2.999
37.999173641204834,3.561638628,2.999
39.00023078918457,3.561638628,2.999
40.000288009643555,3.565752688800001,2.999
41.00034523010254,3.57192378,2.999
41.99940252304077,3.5770663560000004,2.999
43.00045967102051,3.5822089320000003,2.999
44.00051689147949,3.5863229928000004,2.999
45.00057411193848,3.5873515080000002,2.999
45.99963092803955,3.5904370536,2.999
46.99868822097778,3.5883800232,2.999
47.99974536895752,3.5873515080000002,2.999
48.999802589416504,3.5894085384,2.999
49.99985980987549,3.5924940840000006,2.999
50.99991703033447,3.5914655687999995,2.999
51.99997425079346,3.5945511144,2.999
53.00003147125244,3.5945511144,2.999
54.000088691711426,3.5945511144,2.999
54.99914598464966,3.5955796296000004,2.999
56.000203132629395,3.5966081448000002,2.999
57.00026035308838,3.5955796296000004,2.999
58.00031757354736,3.599693690400001,2.999
58.99937438964844,3.6017507208000006,2.999
60.00043201446533,3.6017507207999997,2.999
60.999488830566406,3.6048362664000004,2.999
62.0005464553833,3.6099788424000003,2.999
62.999603271484375,3.6099788424000003,2.999
63.99966049194336,3.6099788424000003,2.999
64.99871778488159,3.6110073576000006,2.999
65.99977493286133,3.613064388,2.999
66.99983215332031,3.613064388,2.999
67.9998893737793,3.6140929032000004,2.999
68.99894666671753,3.6161499336000005,2.999
70.00000381469727,3.618206964,2.999
70.9990611076355,3.6192354792000003,2.999
71.99911832809448,3.618206964,2.999
73.00017547607422,3.6161499336000005,2.999
73.9992322921753,3.618206964,2.999
74.99928951263428,3.6192354792000003,2.999
75.99834680557251,3.6202639944000006,2.999
76.99940395355225,3.6202639944000006,2.999
77.99846124649048,3.6243780552000002,2.999
78.99851846694946,3.6254065704,2.999
79.99857568740845,3.6243780552000002,2.999
80.99863290786743,3.6254065704,2.999
81.99869012832642,3.6274636008,2.999
82.9987473487854,3.6254065704,2.999
83.99880456924438,3.6264350856,2.999
84.99886178970337,3.6264350856,2.999
85.99891901016235,3.6264350856,2.999
86.99997615814209,3.6284921159999994,2.999
88.00003337860107,3.6295206312000006,2.999
89.00009059906006,3.6315776616,2.999
90.00014781951904,3.633634692,2.999
90.99920511245728,3.6346632072,2.999
91.99826192855835,3.6356917224,2.999
92.99831914901733,3.6367202376,2.999
93.99837636947632,3.6315776616,2.999
94.99943351745605,3.6356917224,2.999
95.99849081039429,3.6346632072000005,2.999
96.99854803085327,3.6356917224,2.999
97.99860525131226,3.6377487528000003,2.999
98.99966239929199,3.6428913288,2.999
99.99971961975098,3.6377487528000003,2.999
100.99977684020996,3.6367202376,2.999
101.99983406066895,3.6346632072000005,2.999
102.99889135360718,3.6326061768000004,2.999
103.99894857406616,3.6274636008,2.999
105.0000057220459,3.6315776616000006,2.999
106.00006294250488,3.6284921160000003,2.999
106.99912023544312,3.6295206312000006,2.999
107.99917697906494,3.6315776616000006,2.999
108.99823427200317,3.6326061768000004,2.999
109.99829149246216,3.6315776616,2.999
110.99834871292114,3.6367202376,2.999
111.99840593338013,3.6387772679999997,2.999
112.99946308135986,3.6387772679999997,2.999
113.99952030181885,3.6439198440000005,2.999
114.99857759475708,3.6459768744,2.999
115.99963474273682,3.6439198440000005,2.999
116.99869203567505,3.6449483592,2.999
117.99874925613403,3.6480339048000006,2.999
118.99980640411377,3.64906242,2.999
119.998863697052,3.6459768744,2.999
120.99892091751099,3.649062420000001,2.999
121.99897813796997,3.6459768744,2.999
123.0000352859497,3.6428913288,2.999
123.99809217453003,3.6428913287999998,2.999
124.99814939498901,3.6439198440000005,2.999
125.998206615448,3.6408342984,2.999
126.99926424026489,3.6439198440000005,2.999
127.99832105636597,3.6470053896000003,2.999
128.99837827682495,3.6470053896000003,2.999
129.99843549728394,3.6480339048000006,2.999
130.99949264526367,3.6531764808000005,2.999
131.9985499382019,3.6511194504000004,2.999
132.9986071586609,3.64906242,2.999
133.99866437911987,3.6470053895999994,2.999
134.9997215270996,3.6470053895999994,2.999
135.99877882003784,3.6449483592,2.999
136.99983596801758,3.64906242,2.999
137.9988932609558,3.654204996,2.999
