Time [s],DAQ_Voltage_WLTP_[V],Load_Current_WLTP_[A],Unnamed: 3,Time [s].1,DAQ_Voltage_1C_[V],Load_Current_1C_[A]
301.9972734451294,3.844989473940595,0.9869108910891082,,301.99827337265015,3.3333082536,2.182
302.9963307380676,3.832922241148514,1.1083267326732662,,302.9973306655884,3.3333082536000007,2.182
303.99738788604736,3.8613337006336668,1.145475247524754,,303.9983878135681,3.3374223144,2.182
304.99744510650635,3.941832835841584,0.9380495049504939,,304.9984450340271,3.3363937992000006,2.182
305.9965023994446,4.0405601117227725,0.4476732673267334,,305.99750232696533,3.3343367688,2.182
306.99655961990356,4.097586697069309,0.1661485148514851,,306.99855947494507,3.3343367688,2.182
307.9976167678833,4.100387109742575,0.0,,307.99761629104614,3.3353652840000003,2.182
308.9976739883423,4.103085689227723,0.0,,308.9976735115051,3.3322797383999996,2.182
309.99673080444336,4.097077531128712,0.004653465346534653,,309.9977307319641,3.3312512232000002,2.182
310.99778842926025,4.049928765029703,0.09850495049504958,,310.9977879524231,3.330222708,2.182
311.99784564971924,4.031496957980198,0.18638613861386136,,311.9978451728821,3.3291941928,2.182
312.9979028701782,4.025997965821783,0.22049504950495047,,312.9989023208618,3.3291941928,2.182
313.9979600906372,4.045804520910891,0.2284158415841588,,313.9989595413208,3.3333082536,2.182
314.9980173110962,4.1003361931485145,0.18059405940594062,,314.99801683425903,3.3322797383999996,2.182
315.9960741996765,4.104511353861386,0.0,,315.99907398223877,3.3312512232000002,2.182
316.9961314201355,4.105275102772278,0.0,,316.998131275177,3.3312512232000002,2.182
317.9961886405945,4.106395267841586,0.0,,317.99718856811523,3.330222708,2.182
318.99624586105347,4.107413599722773,0.0,,318.99824571609497,3.3261086472000003,2.182
319.9973030090332,4.106853517188118,0.0,,319.9973030090332,3.330222708,2.182
320.99636030197144,4.10736268312871,0.0,,320.9973602294922,3.3312512232000002,2.182
321.9964175224304,4.1064461844356455,0.0,,321.9984173774719,3.3281656776,2.181
322.99747467041016,4.1058351853069315,0.0,,322.997474193573,3.330222708,2.181
323.99753189086914,4.106395267841585,0.0,,323.9985318183899,3.3312512232000002,2.181
324.9965887069702,4.10598793508911,0.0,,324.99758863449097,3.3312512232,2.181
325.9976463317871,4.1055296857425745,0.0,,325.99764585494995,3.3312512232000002,2.181
326.9977035522461,4.106598934217823,0.0,,326.99770307540894,3.3353652840000003,2.182
327.9977607727051,4.107362683128711,0.0,,327.9977602958679,3.3343367688,2.182
328.99681758880615,4.106904433782179,0.0,,328.9988179206848,3.3333082536000007,2.182
329.99787521362305,4.10766818269307,0.0,,329.9988751411438,3.3322797384000005,2.182
330.99793243408203,4.107413599722771,0.0,,330.9989318847656,3.3353652840000003,2.182
331.99598932266235,4.108330098415842,0.0,,331.99798917770386,3.3322797383999996,2.182
332.9970464706421,4.108890180950495,0.0,,332.99804639816284,3.3333082536,2.182
333.9961037635803,4.109348430297031,0.0,,333.9971036911011,3.3343367688,2.182
334.9961609840393,4.109552096673268,0.0,,334.99716091156006,3.3333082536000007,2.182
335.99721813201904,4.110672261742575,0.0,,335.99721813201904,3.3333082536,2.182
336.997275352478,4.111436010653465,0.0,,336.997275352478,3.3353652840000003,2.182
337.99633264541626,4.111334177465346,0.0,,337.997332572937,3.3343367688,2.182
338.997389793396,4.111436010653466,0.0,,338.997389793396,3.3322797383999996,2.182
339.997447013855,4.108890180950493,0.0,,339.997447013855,3.3333082536000007,2.182
340.99750423431396,4.108177348633665,0.0,,340.9985041618347,3.330222708,2.182
341.99756145477295,4.108584681386138,0.0,,341.9985613822937,3.3312512232000002,2.182
342.99761867523193,4.10939934689109,0.0,,342.9976181983948,3.3312512232000002,2.182
343.9976758956909,4.110010346019802,0.0,,343.99767541885376,3.3343367688,2.182
344.996732711792,4.111537843841585,0.0,,344.99873304367065,3.3333082536,2.182
345.9977903366089,4.111741510217823,0.0,,345.99778985977173,3.3333082536,2.182
346.9958472251892,4.112708925504951,0.0,,346.9978470802307,3.3312512232000002,2.182
347.9959044456482,4.113472674415843,0.0,,347.9979043006897,3.3291941928,2.182
348.9959616661072,4.114134590138613,0.0,,348.99696159362793,3.3271371623999997,2.182
350.04502153396606,4.113218091445544,0.0,,349.9970188140869,3.325080132,2.182
350.9970760345459,4.111385094059407,0.00047524752475247524,,350.9970760345459,3.3240516168,2.182
351.99613332748413,4.097026614534654,0.01407920792079209,,351.9971332550049,3.3219945864,2.182
352.9961905479431,4.078798473861387,0.055633663366336635,,352.99719047546387,3.3230231016000005,2.182
353.9962477684021,4.036079451445543,0.09321782178217812,,353.9982476234436,3.325080132000001,2.182
354.9963049888611,3.9882178530297008,0.2527128712871286,,354.99730491638184,3.3281656776,2.182
355.9973621368408,3.9651017193267326,0.42360396039604065,,355.9973621368408,3.3322797383999996,2.182
356.99641942977905,3.997179173584158,0.5058118811881196,,356.99741888046265,3.3343367688,2.182
357.9974765777588,4.048503100396038,0.3686138613861386,,357.99747610092163,3.3363937991999997,2.182
358.9975337982178,4.064185411366337,0.14869306930693096,,358.9975333213806,3.3353652840000003,2.182
359.99759101867676,4.053645676396042,0.11898019801980222,,359.9985909461975,3.3363937991999997,2.182
